STATE/UT,DISTRICT,TEHSIL,VILLAGE,SITE,WELL DEPTH,AQUIFER,pH,electrical conductivity,TDS (mg/l),Total Hardness (mg/l),Calcium (mg/l),Magnesium (mg/l),Sodium (mg/l),Potassium (mg/l),Carbonate (mg/l),Bicarbonate (mg/l),Sulphate (mg/l),Chloride (mg/l),Fluoride (mg/l),Nitrate (mg/l),Sodium (mg/l),LATITUDE,LONGITUDE,WELL TYPE,Jan-23,May-22,Aug-22,Nov-22
Himachal Pradesh,Kangra,Nurpur,Thali,Thali,75.4,"Unconfined, Confined & Leaky Confined",6.409483738,1.198867928,0.209786038,0.090084748,126.998,19.55503208,291.5753836,13.64838325,3.721715582,111.6181258,47.02070917,78.26293675,0.939847274,17.54377056,145.6305728,32.2539,75.8864,Dug Well,2.56,2.3,2.36,2.5
Himachal Pradesh,Kangra,Tehsil 1 (Rakkar),Hardogri,Hardogri,71.59,Unconfined and Confined,6.409483738,1.121960803,0.233433822,0.137309575,126.998,19.70016511,291.5753836,13.84212451,5.435207805,118.7422215,37.40477348,85.70752951,0.985523957,32.84944028,122.203443,31.7861,76.2972,Dug Well,3.75,5.36,2.91,3.16
Himachal Pradesh,Kangra,Tehsil 4 (Baijnath),Paprola,Paprola,71.22,Semi-Confined To Confined,6.409483738,1.324188826,0.216697891,0.171287329,126.998,18.16837421,291.5753836,7.618173196,6.717401656,174.222568,25.84576988,105.5900312,0.873844677,34.01736338,118.7340601,32.0542,76.6236,Dug Well,12.91,15.0,4.41,10.05
Himachal Pradesh,Mandi,Aut,Jhiri,Jhiri,64.54,Unconfined To Semi-Confined,6.409483738,1.508791768,0.243500557,0.157154184,126.998,19.48487769,291.5753836,10.35752266,9.601520044,144.6259561,21.52920301,112.2948489,0.906150629,43.09536614,124.8096753,31.8292,77.1683,Dug Well,4.7,5.49,3.66,4.44
Himachal Pradesh,Mandi,Sundarnagar,Kaned,Kaned,69.59,Unconfined and Confined,6.409483738,0.865492183,0.275188437,0.07612222,126.998,19.82527171,291.5753836,10.4728442,5.00981833,51.86202804,48.5011528,64.22379206,0.959665326,17.46143934,121.4102544,31.5792,76.9125,Dug Well,1.85,1.72,1.1,1.91
Himachal Pradesh,Mandi,Sundarnagar,Lohara,Lohara,84.94,Semi-Confined To Confined,6.409483738,1.306343536,0.206210377,0.176168009,126.998,20.19977026,291.5753836,10.75592528,3.342426347,95.04723278,31.42363954,58.86374442,0.883764515,38.65761089,127.097676,31.5917,76.95,Dug Well,3.27,4.0,2.75,3.23
Himachal Pradesh,Mandi,Sundarnagar,Ratti,Ratti,70.19,Unconfined and Confined,6.409483738,1.750712187,0.193311336,0.200867648,126.998,19.61186608,291.5753836,11.56670565,6.18598513,43.61262037,22.85432567,49.24734551,0.825816115,41.65467684,122.084808,31.6,76.9,Dug Well,4.82,5.63,3.6,4.43
Himachal Pradesh,Sirmaur,Nahan,Shambuwala,Shambuwala,68.35,Semi-Confined To Confined,6.409483738,0.616195676,0.201523503,0.102791468,126.998,18.17100986,291.5753836,10.88376991,9.000099543,124.6021598,31.87251232,94.79438151,0.755938893,18.78055896,128.1465833,30.524,77.321,Dug Well,8.7,11.65,8.55,10.23
Himachal Pradesh,Sirmaur,Paonta Sahib,Ajiwala,Ajiwala,66.61,Semi-Confined To Confined,6.409483738,1.082992742,0.251402838,0.140248716,126.998,19.11899185,291.5753836,12.37935983,5.626558267,144.7851401,50.8521423,79.14769246,0.976737131,30.69118924,131.8472156,30.4703,77.5867,Dug Well,5.7,6.22,3.8,4.93
Himachal Pradesh,Sirmaur,Paonta Sahib,Akkawala,Akkawala,68.16,Semi-Confined To Confined,6.409483738,1.349658641,0.224224376,0.057099497,126.998,20.09865811,291.5753836,9.155367284,5.000400489,85.62463227,19.92664719,114.2420812,0.948414081,17.18758806,120.5793222,30.5203,77.2867,Dug Well,11.29,11.33,10.76,11.12
Himachal Pradesh,Sirmaur,Paonta Sahib,Badripur,Badripur,66.61,Semi-Confined To Confined,6.409483738,1.142748308,0.199136292,0.257104587,126.998,19.01564328,291.5753836,11.94273299,7.849914397,63.91995375,53.28027826,79.94220063,0.757084591,36.1272071,138.5789713,30.4758,77.6697,Dug Well,12.39,8.4,9.97,11.1
Himachal Pradesh,Sirmaur,Paonta Sahib,Dhaulakuan,Dhaulakuan,66.61,Semi-Confined To Confined,6.409483738,0.886290641,0.161425973,0.108418542,126.998,19.5125465,291.5753836,8.511474511,5.943784241,154.1278775,24.83528845,50.97309055,0.803724379,26.32224571,117.8156584,30.5016,77.4733,Dug Well,5.34,7.05,3.29,3.85
Himachal Pradesh,Sirmaur,Paonta Sahib,Khodawala,Khodawala,66.61,Semi-Confined To Confined,6.409483738,0.974433788,0.197703659,0.170427124,126.998,19.43322869,291.5753836,13.68552479,3.438976886,77.55913308,35.23874952,49.80247111,1.00872983,17.71279234,126.8956213,30.4873,77.7047,Dug Well,14.28,14.37,11.06,13.6
Himachal Pradesh,Sirmaur,Paonta Sahib,Kiyarda,Kiyarda,66.61,Semi-Confined To Confined,6.409483738,1.129536366,0.181003984,0.204617615,126.998,17.8934243,291.5753836,12.76101019,5.783899016,164.6786003,34.58700086,57.78550583,0.83957224,40.88992433,133.2534434,30.475,77.5552,Dug Well,8.94,10.25,3.78,5.16
Himachal Pradesh,Sirmaur,Paonta Sahib,Kolar,Kolar,66.61,Semi-Confined To Confined,6.409483738,1.860763046,0.191789507,0.136172221,126.998,18.94500367,291.5753836,12.96169699,8.073194871,82.6385524,35.12386569,84.61826346,1.012353592,38.19659482,129.4917864,30.4978,77.4408,Dug Well,12.34,12.0,3.02,10.4
Himachal Pradesh,Sirmaur,Paonta Sahib,Shibpur,Shibpur,66.61,Semi-Confined To Confined,6.409483738,1.21287827,0.180463511,0.103268005,126.998,19.01304169,291.5753836,7.653769776,5.189631611,113.8331219,12.85239393,46.95853344,0.94057728,24.94324188,123.6789845,30.486,77.5228,Dug Well,27.61,27.65,24.49,26.75
Himachal Pradesh,Sirmaur,Paonta Sahib,Trilokpur,Trilokpur,53.73,Semi-Confined To Confined,6.409483738,1.494367476,0.284371078,0.094458279,126.998,18.72883253,291.5753836,13.54857269,3.162039394,75.00156844,37.12270839,103.9698032,0.99498544,30.74284422,118.6788669,30.5398,77.2036,Dug Well,1.56,2.18,1.53,1.79
Himachal Pradesh,Solan,Nalagarh,Barotiwala,Barotiwala,67.1,Unconfined and Confined,6.409483738,0.686645639,0.237522708,0.077705012,126.998,18.3151001,291.5753836,9.9081467,6.889166056,91.37511435,30.97034629,89.85337103,0.980538584,21.44603424,106.1065328,30.9056,76.84,Dug Well,19.44,20.58,19.39,19.1
Himachal Pradesh,Solan,Nalagarh,Barun,Barun,71.49,Semi-Confined To Confined,6.409483738,1.181152587,0.150766199,0.040019144,126.998,18.97275865,291.5753836,10.78729122,1.907151909,111.4002324,51.09263483,96.84268733,0.91373395,39.02773029,136.8788102,31.1542,76.6361,Dug Well,29.81,29.79,29.58,29.32
Himachal Pradesh,Solan,Nalagarh,Dhabota,Dhabota,71.49,Semi-Confined To Confined,6.409483738,1.528177864,0.177101145,0.054079922,126.998,20.63012876,291.5753836,10.19027833,3.058978242,54.38355347,28.17249588,51.21917648,0.77482841,10.29255245,136.7027951,31.0878,76.6347,Dug Well,12.59,12.61,12.46,12.38
Himachal Pradesh,Solan,Nalagarh,Jagatpur,Jagatpur,71.56,Semi-Confined To Confined,6.409483738,1.249872454,0.236930491,0.088479337,126.998,20.65999388,291.5753836,11.33022277,4.313658066,99.66556746,30.35662877,85.37555311,0.950351796,8.809722491,112.9214866,31.1611,76.6806,Dug Well,15.43,16.04,14.01,13.9
Himachal Pradesh,Solan,Nalagarh,Mahadev,Mahadev,71.56,Semi-Confined To Confined,6.409483738,1.261558136,0.190398137,0.114283205,126.998,18.80060098,291.5753836,9.691274645,6.443283963,73.71272381,15.59692146,88.54707859,1.014901994,25.1997827,127.4568956,31.1083,76.6792,Dug Well,12.43,12.77,11.18,11.12
Himachal Pradesh,Una,Amb,Amb,Ambota,74.73,Unconfined and Confined,6.409483738,1.265944986,0.267335423,0.086322643,126.998,20.51878212,291.5753836,12.46039696,9.729359144,132.883252,58.55345954,60.90049739,0.976026262,41.72639092,114.6689782,31.6722,76.0458,Dug Well,29.58,29.3,29.29,29.1
Himachal Pradesh,Una,Amb,Babehr,Babehr,74.73,"Unconfined, Confined & Leaky Confined",6.409483738,1.362159636,0.196666219,0.205431004,126.998,17.35007583,291.5753836,13.37149674,1.893722372,55.16019468,29.06426318,80.51642448,0.900269241,39.41551038,103.3573224,31.7925,75.9858,Dug Well,2.45,3.28,1.58,1.96
Himachal Pradesh,Una,Amb,Gagret,Gagret,74.73,Unconfined and Confined,6.409483738,1.566250881,0.168816389,0.168812395,126.998,18.10460204,291.5753836,10.16007241,7.854176087,183.1403617,37.65509184,46.51446215,0.821199095,5.062726907,117.9632529,31.6625,76.0625,Dug Well,8.24,8.11,8.44,7.85
Himachal Pradesh,Una,Amb,Raipur Marwadi,Raipur Marwadi,74.73,"Unconfined, Confined & Leaky Confined",6.409483738,1.559899928,0.205962843,0.145022877,126.998,18.03231991,291.5753836,13.14446178,8.281334288,103.9245976,16.15927392,113.3319382,0.804849351,44.80766075,124.2555738,31.8044,75.9867,Dug Well,14.01,14.43,13.93,12.92
Himachal Pradesh,Una,Amb,Singhnei,Singhnei,74.73,Unconfined and Confined,6.409483738,0.626908959,0.250935719,0.083541266,126.998,20.62687518,291.5753836,7.134306559,5.855739147,157.93228,46.9640809,105.2598494,0.871879362,41.8110155,107.1827193,31.6911,76.035,Dug Well,20.71,20.46,20.46,20.4
Himachal Pradesh,Una,Haroli,Dharampur,Dharampur,78.33,Unconfined and Confined,6.409483738,2.099984466,0.173300429,0.077360259,126.998,19.343082,291.5753836,9.59779182,5.145308093,54.20786838,50.57710574,43.86170189,0.824388531,41.36632058,116.9981171,31.4533,76.2381,Dug Well,5.5,3.48,2.19,3.42
Himachal Pradesh,Una,Haroli,Lalehri,Lalehri,71.59,Unconfined and Confined,6.409483738,1.058274167,0.181367832,0.086897736,126.998,17.83476978,291.5753836,10.04885331,8.907414127,135.132204,32.96696878,111.2964259,0.807203945,32.22897593,106.3094649,31.3708,76.2542,Dug Well,12.44,12.1,11.47,12.2
Himachal Pradesh,Una,Una,Ghaneri,Ghaneri,74.73,Unconfined and Confined,6.409483738,0.752852449,0.12820702,0.097943599,126.998,17.97751573,291.5753836,12.26372046,9.012616212,57.8827896,58.75917395,62.83917283,0.826750801,27.89123356,143.2981803,31.7042,76.0042,Dug Well,8.56,8.98,5.92,7.35
Himachal Pradesh,Una,Una,Ishapur,Ishapur,76.29,Unconfined and Confined,6.409483738,0.832019186,0.274369028,0.172104588,126.998,19.35806014,291.5753836,9.326525156,8.75732393,98.96728297,49.36414935,43.86175865,0.710799742,38.51559606,106.2157366,31.4958,76.175,Dug Well,2.84,2.51,2.29,2.5
Himachal Pradesh,Una,Una,Jankaur,Jankaur,71.59,Unconfined and Confined,6.409483738,1.088865027,0.266535934,0.087353183,126.998,18.75773666,291.5753836,8.864925919,6.972944595,131.2059836,40.16460425,110.6287675,0.693128089,30.42320957,115.058537,31.4203,76.2781,Dug Well,5.11,5.37,4.94,4.7
Himachal Pradesh,Una,Una,Jhalera,Jhalera,71.49,Unconfined and Confined,6.409483738,1.001441697,0.24720354,0.057806714,126.998,19.37620599,291.5753836,11.32211663,7.075962679,106.3308316,20.70333631,54.97204926,0.720851487,41.70933505,109.1063292,31.4875,76.2417,Dug Well,4.81,4.51,4.52,4.45
Himachal Pradesh,Una,Una,Khanpur,Khanpur,71.59,Unconfined and Confined,6.409483738,1.078151082,0.187588112,0.213445431,126.998,20.14350755,291.5753836,8.756010334,6.173654996,160.0261359,11.03009411,82.20937687,0.836184421,45.17543206,122.8984026,31.3781,76.3069,Dug Well,5.09,5.33,5.05,7.66
Himachal Pradesh,Una,Una,Khwaja,Khwaja,76.29,Unconfined and Confined,6.409483738,0.85597105,0.178845432,0.081152464,126.998,19.70957892,291.5753836,12.1181721,6.413970284,90.53468294,29.77569131,84.21727388,0.927070404,16.73010017,123.8063571,31.5042,76.2292,Dug Well,2.39,2.52,1.68,2.06
Himachal Pradesh,Una,Una,Kuthera Jaswala,Kuthera Jaswala,74.73,Unconfined and Confined,6.409483738,1.921492118,0.302839033,0.100416355,126.998,20.44292778,291.5753836,10.37842181,9.344626976,161.9169551,43.28195165,100.2114185,0.975490825,6.028572722,106.0802148,31.6,76.1208,Dug Well,6.65,6.53,6.02,6.42
Himachal Pradesh,Una,Una,Loharli,Loharli,74.73,Unconfined and Confined,6.409483738,1.423130428,0.27945137,0.161228429,126.998,20.00015675,291.5753836,7.751887061,8.919481822,106.6322148,34.63981173,99.1926029,0.727876914,44.89279045,112.0550105,31.5925,76.1261,Dug Well,5.19,5.24,4.13,4.7
Himachal Pradesh,Una,Una,Mubarikpur,Mubarikpur,74.73,Unconfined and Confined,6.409483738,0.990366758,0.207669338,0.10548111,126.998,19.42574483,291.5753836,13.56524665,4.525426733,51.30160989,58.37278576,101.9929917,0.97410432,40.81787434,111.3795532,31.7042,76.0708,Dug Well,4.37,4.71,4.62,3.81
Himachal Pradesh,Una,Una,Nangran,Nangran,71.59,Unconfined and Confined,6.409483738,0.983720739,0.2005628,0.169583343,126.998,19.35523927,291.5753836,12.05180581,9.032689732,97.88944159,20.71395022,40.48894925,0.889643865,11.2653546,123.9390059,31.3953,76.2989,Dug Well,5.58,5.12,5.21,5.3
Himachal Pradesh,Una,Una,Panoh,Panoh,76.29,Unconfined and Confined,6.409483738,0.937898429,0.229855023,0.075296183,126.998,17.63345875,291.5753836,12.54602198,7.676537445,121.7253654,11.18710316,86.09057515,0.871748079,13.23425645,128.4652137,31.5375,76.2042,Dug Well,3.16,3.39,2.23,2.65
Himachal Pradesh,Una,Una,Rajli Panjal,Rajli Panjal,71.5,Unconfined and Confined,6.409483738,1.119052326,0.250564567,0.147132845,126.998,18.57944342,291.5753836,10.76823924,2.45439728,55.66259416,56.45597309,69.32061765,0.821481628,23.72618253,110.8473583,31.5353,76.4064,Dug Well,2.89,4.51,0.59,1.73
Himachal Pradesh,Una,Una,Santokhgarh,Santokhgarh,71.59,Unconfined and Confined,6.409483738,1.896807903,0.148918362,0.086924216,126.998,18.84197857,291.5753836,12.36097543,5.251246557,145.5970339,44.9079176,65.83368867,0.830171841,21.33154711,137.2354211,31.3558,76.3172,Dug Well,5.28,5.32,5.39,4.97
Himachal Pradesh,Una,Una,Una,Amb,74.73,Unconfined and Confined,6.409483738,0.867729922,0.194080505,0.142752812,126.998,18.9607802,291.5753836,10.85703827,1.850807461,139.2273382,25.65404576,83.79609423,0.971737227,38.68461816,117.822395,31.6833,76.1167,Dug Well,4.37,6.23,5.68,3.85
Jammu and Kashmir,Jammu,Akhnoor,Akhnoor,Akhnoor,69.616,Unconfined to Semi Confined,6.409483738,1.42412343,0.174248348,0.133575948,126.998,18.66011576,291.5753836,9.643136414,6.711599523,57.62861464,52.32430057,82.28726507,0.812343004,12.2902109,125.555525,32.8558,74.7467,Dug Well,14.41,15.28,11.6,13.13
Jammu and Kashmir,Jammu,Akhnoor,Tanda Sheeda,Tanda Sheeda,70.9105,Unconfined to Semi Confined,6.409483738,1.474497928,0.216352542,0.086692805,126.998,18.01626777,291.5753836,7.538577171,6.714241603,160.3450215,46.93315215,91.40703437,0.936627259,5.463487157,121.7414761,32.9722,74.6988,Dug Well,1.79,2.4,0.5,0.8
Jammu and Kashmir,Jammu,Arnia,Allah,Allah,62.0515,Unconfined to Semi Confined,6.409483738,0.917599692,0.242342994,0.090285029,126.998,19.80702192,291.5753836,13.89512815,1.763366511,134.1940751,60.03926157,83.60221733,0.700489283,35.45415601,114.3872625,32.5175,74.8367,Dug Well,3.36,4.14,2.54,3.15
Jammu and Kashmir,Jammu,Arnia,Arnia Ii,Arnia II,68.0465,Unconfined to Semi Confined,6.409483738,1.774258674,0.189630735,0.122109603,126.998,19.46853506,291.5753836,8.15008007,9.533790855,74.9018516,41.58739498,72.09441721,0.896026297,10.7130444,144.7248021,32.5203,74.7986,Dug Well,9.51,10.17,8.12,9.12
Jammu and Kashmir,Jammu,Arnia,Sei Khurd,Sei Khurd,69.166,Unconfined to Semi Confined,6.409483738,1.278579043,0.171347045,0.132029666,126.998,20.35079091,291.5753836,13.78034293,2.160625591,127.6960744,47.81992396,81.91627743,0.836752617,42.43634693,116.9104513,32.5075,74.7247,Dug Well,4.39,4.6,3.25,3.53
Jammu and Kashmir,Jammu,Bahu,Greater Kailash,Greater Kailash,50.2135,Unconfined to Semi Confined,6.409483738,1.74561833,0.277541256,0.182870498,126.998,20.00204502,291.5753836,12.59058017,3.872341486,123.0468497,26.28049043,98.90182046,1.011957642,26.77923117,115.1266285,32.6636,74.8996,Dug Well,11.27,14.15,9.05,10.6
Jammu and Kashmir,Jammu,Bahu,Kalu Chak,Kalu Chak,55.9325,Unconfined to Semi Confined,6.409483738,1.060678151,0.249095698,0.185328765,126.998,20.24687651,291.5753836,12.66140379,6.534609328,138.394284,45.96948975,85.65357551,0.969346368,39.85671278,131.7942819,32.6571,74.8926,Dug Well,5.5,6.82,3.64,6.18
Jammu and Kashmir,Jammu,Bhalwal,Dharam Khu,Dharam Khu,71.6115,Unconfined to Semi Confined,6.409483738,1.474577632,0.131545891,0.119202549,126.998,19.06777213,291.5753836,7.672562576,6.517328005,115.9637615,25.93435945,104.4437859,0.862100789,31.30524495,137.5794659,32.8599,74.7633,Dug Well,23.16,25.11,20.51,21.61
Jammu and Kashmir,Jammu,Bhalwal,Garhi Jammu,Garhi Jammu,71.6115,Unconfined to Semi Confined,6.409483738,1.484583005,0.18107312,0.15574554,126.998,17.56323651,291.5753836,13.11792532,2.89905751,61.3403998,16.04417112,101.446088,0.766583308,44.42258098,140.7320732,32.7907,74.7656,Dug Well,7.94,8.69,5.69,7.52
Jammu and Kashmir,Jammu,Bhalwal,Jourian,Jourian,62.5257,Younger Alluvium,6.409483738,1.22219472,0.21578558,0.072208015,126.998,18.79118079,291.5753836,7.044522431,2.098416279,101.0182394,43.76985332,83.33899382,0.869899431,33.82936413,119.4237936,32.8331,74.577,Dug Well,4.07,5.59,1.9,2.76
Jammu and Kashmir,Jammu,Bhalwal,Khairi Raipur,Khairi Raipur,51.457,Unconfined to Semi Confined,6.409483738,0.951725546,0.163113678,0.205718226,126.998,19.82654353,291.5753836,13.57548808,2.244654993,62.09495308,10.30785243,55.40275469,0.853826384,27.66435596,106.0894539,32.8076,74.8575,Dug Well,4.88,8.05,3.38,3.03
Jammu and Kashmir,Jammu,Bhalwal,Muthi,Muthi,67.5115,Unconfined to Semi Confined,6.409483738,1.701893575,0.16164784,0.120560011,126.998,20.47662257,291.5753836,9.439656024,4.150766399,56.1300777,43.80335332,69.68903148,0.702909791,38.5269129,126.1092452,32.7505,74.7996,Dug Well,2.22,5.15,1.22,2.89
Jammu and Kashmir,Jammu,Bhalwal Brahmana,Devipura,Devipura,74.4045,Unconfined to Semi Confined,6.409483738,0.971161001,0.198978481,0.068079264,126.998,20.3459615,291.5753836,6.989990047,3.861057483,68.04379751,49.68953259,42.58416649,0.862882046,43.05192836,131.8154233,32.8556,74.6506,Dug Well,6.83,7.18,3.72,6.06
Jammu and Kashmir,Jammu,Bisnah,Bagh Jogian Bassi,Palli,53.438,Unconfined to Semi Confined,6.409483738,0.946009315,0.241453865,0.069957815,126.998,17.51571837,291.5753836,11.13426248,3.852034514,111.7094883,52.57827494,90.82129447,1.019741329,14.3277816,107.7458155,32.627,74.889,Dug Well,2.4,2.78,1.6,1.99
Jammu and Kashmir,Jammu,Bisnah,Bishnah,Bishnah,51.397,Unconfined to Semi Confined,6.409483738,1.429203708,0.224987889,0.197564715,126.998,19.78501977,291.5753836,8.430580547,1.917428012,146.0757748,25.22269816,71.64220233,0.979929473,19.89868544,127.5177747,32.6128,74.8639,Dug Well,2.84,3.56,1.67,2.27
Jammu and Kashmir,Jammu,Bisnah,Khairi,Khairi Bishnah,50.2435,Unconfined to Semi Confined,6.409483738,1.326200733,0.239522217,0.051237503,126.998,19.54028895,291.5753836,11.87702802,4.432011086,153.8065123,19.97650403,53.99798121,0.709798451,31.19016481,134.9197817,32.5854,74.9065,Dug Well,4.71,5.5,2.9,3.74
Jammu and Kashmir,Jammu,Bisnah,Kothey Saini,Kothey Saini,52.0475,Unconfined to Semi Confined,6.409483738,0.88327848,0.234890222,0.12232161,126.998,18.11908334,291.5753836,7.547124597,5.601395476,98.7706635,43.05683738,45.69189066,1.010656271,38.33189719,136.3623189,32.577,74.882,Dug Well,4.25,5.37,3.55,3.85
Jammu and Kashmir,Jammu,Bisnah,Kotli Charkan,Kotli Charkan,62.0515,Unconfined to Semi Confined,6.409483738,0.966909121,0.250114427,0.072739278,126.998,19.20686214,291.5753836,6.99924307,8.136025675,94.70247267,45.83865705,77.68423927,0.839563769,15.39304148,115.5679968,32.6156,74.8342,Dug Well,4.25,4.0,2.23,3.38
Jammu and Kashmir,Jammu,Bisnah,Laswara,Laswara,62.2515,Unconfined to Semi Confined,6.409483738,1.287361437,0.197989469,0.07373633,126.998,20.15661505,291.5753836,10.08071545,3.259719743,117.4751095,26.61341149,39.36361603,0.874265366,17.18536907,120.2737232,32.585,74.8369,Dug Well,2.63,2.64,1.09,2.27
Jammu and Kashmir,Jammu,Bisnah,Majua,Majua Laxmi,52.5935,Unconfined to Semi Confined,6.409483738,1.261630286,0.211073699,0.124884131,126.998,19.78242929,291.5753836,8.974323476,5.317006855,82.6818719,58.96673301,77.20720027,0.698717288,16.01575641,140.6643537,32.5558,74.9154,Dug Well,4.36,5.09,3.65,3.27
Jammu and Kashmir,Jammu,Bisnah,Rehal Kelandrian,Rehal,51.735,Unconfined to Semi Confined,6.409483738,1.661086593,0.245308333,0.126749121,126.998,18.62946398,291.5753836,12.16055841,3.023609338,183.1209124,49.88357326,89.61405838,0.933481266,34.99479951,114.2925269,32.5609,74.8762,Dug Well,5.12,6.42,3.5,4.49
Jammu and Kashmir,Jammu,Bisnah,Salehar Ii,Salehar II,67.7315,Unconfined to Semi Confined,6.409483738,1.298030817,0.156766587,0.209558053,126.998,19.44388125,291.5753836,12.72786791,5.220097874,125.6037414,50.25117681,50.41760291,0.738178907,43.3665665,109.6974139,32.5603,74.8181,Dug Well,4.02,4.34,1.9,3.32
Jammu and Kashmir,Jammu,Bisnah,Upralakanhal,Upralakanhal,52.0675,Unconfined to Semi Confined,6.409483738,1.078870678,0.281728717,0.105527573,126.998,18.80025142,291.5753836,13.01327978,6.712480477,152.9756535,53.84195248,69.47380391,0.797641045,41.59246099,119.1385205,32.633,74.883,Dug Well,4.02,5.7,2.63,3.2
Jammu and Kashmir,Jammu,Chaknoi,Nikowal,Nikowal,71.1605,Unconfined to Semi Confined,6.409483738,1.237890429,0.1924137,0.064809142,126.998,19.38751257,291.5753836,10.54290866,5.625659375,139.2413124,19.87797043,47.37608785,0.946444749,45.25546753,144.0446697,32.5083,74.7056,Dug Well,5.74,5.67,2.9,4.83
Jammu and Kashmir,Jammu,Chowki Chora,Chowki Chora,Chowki Chora,74.5645,Unconfined to Semi Confined,6.409483738,1.099262389,0.251848032,0.180904192,126.998,19.32958517,291.5753836,11.29940714,6.761610165,48.99449771,52.87177156,114.1483337,0.905647871,39.01812725,130.2767971,33.0224,74.6515,Dug Well,2.43,7.78,0.86,1.02
Jammu and Kashmir,Jammu,Chowki Chora,Salote,Salote,65.1594,Younger Alluvium,6.409483738,2.452731111,0.160187213,0.078839881,126.998,18.21989506,291.5753836,8.83200949,8.171909015,145.4295194,33.32956904,66.94406116,0.99153803,9.978009031,132.1542285,33.0501,74.5244,Dug Well,2.1,2.7,0.35,1.12
Jammu and Kashmir,Jammu,Dansal,Badsoo,Badsoo,65.68,Unconfined to Semi Confined,6.409483738,0.991300582,0.147168525,0.204050379,126.998,20.45720249,291.5753836,9.620152844,7.953477648,112.1716212,30.19011085,85.09853138,0.960991511,34.07708591,123.2630458,32.8525,75.0186,Dug Well,2.1,3.65,0.35,1.05
Jammu and Kashmir,Jammu,Dansal,Katcha Pind Dansal,Katcha Pind Dansal,65.68,Unconfined to Semi Confined,6.409483738,1.41689076,0.220431501,0.13016145,126.998,17.62342289,291.5753836,9.419668418,2.138810566,65.93935497,39.39350918,110.527601,0.738217087,16.00703392,142.1917656,32.8656,74.9953,Dug Well,2.15,2.4,0.35,2.15
Jammu and Kashmir,Jammu,Dansal,Kot Kaswal,Kot Kaswal,65.68,Unconfined to Semi Confined,6.409483738,1.153544281,0.258573523,0.135825822,126.998,19.32783893,291.5753836,13.01792413,4.628966147,107.1875562,32.30549071,113.7719109,0.772860267,37.0347599,124.2744243,32.7989,75.1083,Dug Well,2.5,4.3,0.4,1.1
Jammu and Kashmir,Jammu,Dansal,Kunihala,Kunihala,65.68,Unconfined to Semi Confined,6.409483738,1.345974937,0.225198292,0.148110217,126.998,17.54755791,291.5753836,8.514625942,9.640879066,41.79142668,19.22829185,65.98102458,0.864029371,17.92374822,137.2400459,32.8258,75.063,Dug Well,1.7,2.86,1.45,1.65
Jammu and Kashmir,Jammu,Dhansal,Sidhra,Sidhra,55.9325,Unconfined to Semi Confined,6.409483738,1.39119268,0.177293365,0.11065765,126.998,19.03910698,291.5753836,8.441164812,5.012715054,144.6965914,38.96591858,91.56680472,0.901337755,15.94468173,107.965826,32.7597,74.8947,Dug Well,3.2,5.85,2.2,2.6
Jammu and Kashmir,Jammu,Gadhi Nagar,Trikuta Nagar,Trikuta Nagar,51.735,Unconfined to Semi Confined,6.409483738,1.521163471,0.19213899,0.141575682,126.998,19.9385694,291.5753836,12.67739843,6.786879746,103.272776,21.5883821,39.66350451,0.846257483,8.889224762,135.1923037,32.7116,74.88,Dug Well,5.01,4.45,3.38,3.0
Jammu and Kashmir,Jammu,Gura Brahmana,Gura Akhnoor,Gura Akhnoor,71.3105,Unconfined to Semi Confined,6.409483738,1.203196943,0.186220517,0.090757833,126.998,18.74986308,291.5753836,10.44639442,8.359186035,113.6801517,13.28869316,114.8481659,0.848478668,12.64773937,133.8059662,32.8813,74.708,Dug Well,13.53,14.43,10.33,12.33
Jammu and Kashmir,Jammu,Jammu,Batera,Batera,69.616,Unconfined to Semi Confined,6.409483738,1.097756876,0.147349535,0.091303178,126.998,17.43568966,291.5753836,11.04469386,9.136775345,108.5940296,52.5235153,45.02729584,0.828939595,15.9685898,117.982231,32.8485,74.7464,Dug Well,9.02,11.02,5.92,7.97
Jammu and Kashmir,Jammu,Jammu,Jhiri,Jhiri,68.616,Unconfined to Semi Confined,6.409483738,1.766746796,0.182202827,0.064608268,126.998,18.64283938,291.5753836,12.81820736,9.261642685,164.6992366,44.15823781,75.94484643,1.021581687,35.77103474,112.747923,32.8255,74.733,Dug Well,6.33,5.7,4.5,4.96
Jammu and Kashmir,Jammu,Jammu,Marh,Marh,69.616,Unconfined to Semi Confined,6.409483738,1.192100785,0.147596886,0.077975842,126.998,18.28043184,291.5753836,10.1723144,9.523548249,154.1474928,19.45941158,86.60288133,0.804716599,44.4078892,142.5349956,32.7764,74.7457,Dug Well,2.43,2.65,1.4,2.4
Jammu and Kashmir,Jammu,Jammu,Nagbani,Nagbani,71.6115,Unconfined to Semi Confined,6.409483738,1.108732725,0.206023743,0.148816957,126.998,18.49937705,291.5753836,8.365909799,5.379601951,151.5189276,19.24972103,62.2377017,0.825338521,29.01440141,132.9531606,32.762,74.7628,Dug Well,3.73,4.92,2.78,3.76
