STATE/UT,DISTRICT,TEHSIL,VILLAGE,SITE,WELL DEPTH,AQUIFER,pH,electrical conductivity,TDS (mg/l),Total Hardness (mg/l),Calcium (mg/l),Magnesium (mg/l),Sodium (mg/l),Potassium (mg/l),Carbonate (mg/l),Bicarbonate (mg/l),Sulphate (mg/l),Chloride (mg/l),Fluoride (mg/l),Nitrate (mg/l),LATITUDE,LONGITUDE,WELL TYPE,Jan-23,Mar-22,Aug-22,Nov-22
Bihar,Samastipur,Patori,Bajidpur,Bajidpur,23.3066,Basalt,7.255397261,103.6812282,897.5495155,76.01411289,105.5923819,30.0586419,123.3305506,7.145878989,78.72272914,73.50208574,242.7231311,465.1108355,1.045592331,44.78029163,25.5875,85.6083,Dug Well,4.45,5.53,3.48,4.98
Bihar,Samastipur,Rosera,Kerian,Kerian,23.3066,Basalt,7.255397261,61.2068287,477.7503278,122.5986543,105.5923819,35.68226466,123.3305506,8.524473465,68.49869853,53.78085072,226.2849055,472.0744735,0.266353416,43.8269793,25.8531,86,Dug Well,6.35,5,4.4,4.52
Bihar,Samastipur,Rosera,Rosera,Rosera,23.3066,Basalt,7.255397261,2235.719289,101.0958068,141.2577867,105.5923819,30.05162538,123.3305506,10.3241561,95.60765674,49.540349,236.4347903,397.4334153,0.088548251,40.83455304,25.7625,86.0417,Dug Well,7.45,6.85,5.9,5.93
Bihar,Samastipur,Samastipur,Harpur Aloth,Harpur Aloth,23.3066,Basalt,7.255397261,55.9648619,216.3420869,196.4143454,105.5923819,30.38545803,123.3305506,7.811401812,97.41101977,63.74430625,381.6619567,311.8832838,0.301022834,9.728327956,25.8233,85.7494,Dug Well,5.82,4.68,4.55,4.36
Bihar,Samastipur,Sarairanjan,Sarai Ranjan,Sarai Ranjan,23.3066,Basalt,7.255397261,237.6736763,347.8321099,94.3996489,105.5923819,31.10544314,123.3305506,8.831166981,98.6238065,137.8590235,254.6990114,191.4290816,4.98045633,44.99752852,25.7681,85.7169,Dug Well,5.46,4.07,4.73,4.02
Bihar,Samastipur,Ujiarpur,Dandia Asadpur,Dandia Asadpur,23.3066,Basalt,7.255397261,111.1279887,193.0296574,175.7120154,105.5923819,34.2823899,123.3305506,18.64415418,108.500766,54.12293205,352.0178609,197.7551188,0.137046335,31.78955107,25.8047,85.8681,Dug Well,5.95,4.72,3.42,3.56
Bihar,Samastipur,Ujiarpur,Raipur,Raipur,23.3066,Basalt,7.255397261,160.7862613,1471.312044,146.8163264,105.5923819,27.65553916,123.3305506,8.824493409,164.801526,83.9080264,214.8921299,301.2599986,0.088659193,45.51665494,25.7675,85.7922,Dug Well,6.92,5.58,4.93,5.3
Bihar,Samastipur,Ujiarpur,Ujiarpur,Ujiarpur,23.3066,Basalt,7.255397261,2470.039569,455.8968304,135.4536644,105.5923819,34.93929555,123.3305506,9.840447897,131.7503048,49.34436341,392.6826072,447.7685414,0.990630223,47.90832716,25.7667,85.8292,Dug Well,5.43,4,4.55,4.12
Bihar,Samastipur,Warisnagar,Jathmalpur,Jathmalpur,23.3066,Basalt,7.255397261,208.4338563,643.0628846,167.1344286,105.5923819,35.71805578,123.3305506,6.942225015,199.2498197,79.03396948,274.7200617,458.2088654,4.131820445,40.75520451,25.8667,85.8333,Dug Well,5.11,8.37,4.9,5.22
Bihar,Samastipur,Warisnagar,Kuseya,Kuseya,23.3066,Basalt,7.255397261,56.40254544,270.3990949,224.7798221,105.5923819,40.35987137,123.3305506,10.30042201,133.4970154,62.2419861,253.1114883,168.4716829,4.55415792,48.73377432,25.9083,85.8228,Dug Well,5.85,4.22,4.02,3.97
Bihar,Samastipur,Warisnagar,Raghunathpur,Raghunathpur,23.3066,Basalt,7.255397261,52.4256441,329.1071001,127.1561395,105.5923819,37.69228788,123.3305506,9.169866054,158.1998165,77.8437181,399.7978402,442.3431574,0.088576643,15.90328286,25.9303,85.8192,Dug Well,5.8,5.15,4.75,4.48
Bihar,Saran,Chapra,Chirand,Chirand,22.992,Basalt,7.255397261,72.79752044,366.198402,122.1290913,105.5923819,34.35481239,123.3305506,6.624275349,54.50632736,48.27204484,247.6742578,298.2906035,0.141490129,37.55654786,25.805,84.72,Dug Well,5.28,2.11,4.67,3.2
Bihar,Saran,Chapra,Daldali Bazar A,Daldali Bazar A,28.016,Basalt,7.255397261,680.156345,810.6983875,92.35188792,105.5923819,30.33094849,123.3305506,9.708863481,61.45865454,87.35442944,243.0530293,446.1519896,4.57648845,48.71230985,25.7278,84.8542,Dug Well,4.69,1.86,4.64,1.24
Bihar,Saran,Dighwara,Ammi,Ammi,31.1654,Basalt,7.255397261,150.2936211,504.6967967,104.1420507,105.5923819,30.74965084,123.3305506,6.227430648,60.38282666,77.82519374,233.4093023,176.3246767,4.658911545,41.24800765,25.7417,84.9625,Dug Well,4.35,3.64,4.3,2.4
Bihar,Saran,Ekma,Bishunpur,Bishunpur,31.1654,Basalt,7.255397261,752.975941,609.1790586,129.4091019,105.5923819,35.64589576,123.3305506,33.05315409,54.24610548,70.5853968,207.2304814,440.8924692,4.48114603,24.13872687,25.9653,84.6036,Dug Well,3.45,1.87,2.05,2.25
Bihar,Saran,Garkha,Garkha,Garkha,31.1654,Basalt,7.255397261,22.531776,1559.048306,93.40573919,105.5923819,36.63632458,123.3305506,8.187546216,63.51416447,61.7353616,202.837323,254.8588765,0.158209588,48.17914672,25.825,84.8917,Dug Well,5.93,4.78,4.7,4.6
Bihar,Saran,Garkha,Minapur,Minapur,31.1654,Basalt,7.255397261,713.026958,1340.670579,101.6746423,105.5923819,40.35033859,123.3305506,8.85170496,62.30249407,88.3513884,291.9083338,222.377252,4.49130368,42.01612255,25.8,84.8553,Dug Well,4,2.82,3.5,2.8
Bihar,Saran,Jalalpur,Bisunpur,Bisunpur,31.1654,Basalt,7.255397261,213.9888323,436.389566,116.9087512,105.5923819,36.51373615,123.3305506,6.139464129,90.66477829,88.40673952,269.3319761,196.4244405,4.409395175,19.13606361,25.9372,84.6833,Dug Well,4.03,2.53,4.45,3.25
Bihar,Saran,Manjhi,Breja,Breja,31.1654,Basalt,7.255397261,41.5466517,125.6704871,83.74123406,105.5923819,27.76490094,123.3305506,8.970775065,149.7959765,82.71792555,314.2269218,315.562758,0.984330158,46.10342735,25.9044,84.54,Dug Well,4.62,1.42,3.52,3.8
Bihar,Saran,Manjhi,Majhanpura,Majhanpura,31.1654,Basalt,7.255397261,1275.569859,803.6717933,267.628016,105.5923819,37.91104533,123.3305506,18.69866279,110.6164231,69.6718698,212.4302649,182.6280847,0.296344816,41.88965537,25.8381,84.5778,Dug Well,7.05,2.29,5.75,5.25
Bihar,Saran,Manjhi,Manjhi,Manjhi,31.1654,Basalt,7.255397261,316.458857,457.269167,77.15920953,105.5923819,28.27425869,123.3305506,7.880737827,88.91900455,85.03641392,252.5471127,431.5407437,4.14820349,40.07732962,25.8333,84.5792,Dug Well,2.2,2.38,4.2,3.85
Bihar,Saran,Manjhi,Manjhi 2,Manjhi 2,31.1654,Basalt,7.255397261,93.6667809,225.1500765,147.1067864,105.5923819,26.30921274,123.3305506,32.22616005,50.36071902,54.07266146,361.6047914,466.4367896,0.152861247,39.5140777,25.8372,84.5764,Dug Well,3.6,2.38,2.43,2.13
Bihar,Saran,Marhaura,Marhaura,Marhaura,30.0234,Basalt,7.255397261,54.58285044,555.859939,173.1694929,105.5923819,28.2907889,123.3305506,9.522607611,176.9609436,90.74887736,338.2411173,343.6497913,4.59665265,7.004189912,25.9792,84.8708,Dug Well,3.5,2.34,1.4,2.9
Bihar,Saran,Mashrakh,Masrakh,Masrakh,30.2564,Basalt,7.255397261,96.2932543,263.8033354,216.1996046,105.5923819,30.51880006,123.3305506,9.088294263,75.88428565,63.4656891,270.5965394,323.6454842,4.396774075,47.13609312,26.0917,84.7917,Dug Well,2.75,0.92,2.4,3.15
Bihar,Saran,Parsa,Saguni,Saguni,30.2564,Basalt,7.255397261,576.7660582,429.3080364,10.91887524,105.5923819,36.87648457,123.3305506,19.55079205,66.19785854,64.9349429,209.0144435,218.7210139,4.222396625,41.08138614,25.9106,84.9972,Dug Well,4.73,2.71,4.33,3.3
Bihar,Saran,Revelganj,Sanghar Tola,Sanghar Tola,29.9534,Basalt,7.255397261,131.7811658,234.089004,517.1575437,105.5923819,37.68984242,123.3305506,10.24724135,63.19547944,56.9732053,289.8368843,447.3953872,0.975783516,7.45410986,25.7783,84.6522,Dug Well,4.88,2.38,4.38,3.6
Bihar,Saran,Sonepur,Nayagaon,Nayagaon,29.9534,Basalt,7.255397261,219.2635639,183.6541598,147.1833915,105.5923819,37.89987027,123.3305506,6.146549175,92.43401328,53.6180807,208.2103745,334.2615884,0.250578742,15.87050374,25.7625,85.0875,Dug Well,4.9,1.52,3.6,2.2
Bihar,Saran,Sonepur,Sonepur1,Sonepur1,29.9534,Basalt,7.255397261,1424.12343,621.1671221,136.0192628,105.5923819,37.62057647,123.3305506,8.360560038,54.4638134,124.2766446,217.6274057,468.657819,0.917377037,4.423580788,25.7003,85.1794,Dug Well,0.5,0.35,0.37,0.45
Bihar,Seikhpura,Barbigha,Ambari,Ambari,29.0444,Basalt,7.255397261,75.9502994,251.9396472,113.4574255,105.5923819,31.00342128,123.3305506,6.248163897,83.01491969,52.30672137,380.0922066,342.8050993,0.13849235,44.7626911,25.14,85.6994,Dug Well,5.25,4.41,4.58,4.8
Bihar,Seikhpura,Barbigha,Barbigha,Barbigha,28.5404,Basalt,7.255397261,1044.058361,1102.940733,103.0864926,105.5923819,34.84036255,123.3305506,17.57453267,134.1387525,91.6795197,347.3230027,295.3551273,4.41683436,41.48285667,25.2169,85.7378,Dug Well,6.8,5.75,6.27,7.2
Bihar,Seikhpura,Barbigha,Keoti1,Keoti1,28.5404,Basalt,7.255397261,22.38334115,847.3557062,209.3897506,105.5923819,35.30753848,123.3305506,6.505809846,56.6971839,48.39599133,234.732363,241.2294476,0.307679435,48.8593938,25.2167,85.7958,Dug Well,5.32,4.4,3.35,4.5
Bihar,Seikhpura,Barbigha,Sherpar,Sherpar,28.5404,Basalt,7.255397261,481.77458,101.1400723,129.8407426,105.5923819,30.10431078,123.3305506,8.272798674,92.18483278,82.27664904,266.6485213,237.1207159,4.684017094,43.14371119,25.2247,85.7342,Dug Well,7.9,7.49,9.52,7.7
Bihar,Seikhpura,Sheikhpura,Nemdarganj,Nemdarganj,28.5404,Basalt,7.255397261,114.6777684,836.4675757,100.3303794,105.5923819,33.37812272,123.3305506,6.315722415,82.56440791,81.5850856,248.1796776,368.9793108,0.078058193,44.76745868,25.1703,85.7925,Dug Well,2.5,2.8,3.15,3.65
Bihar,Sheohar,Belsand,Belsand,Belsand,28.5404,Basalt,7.255397261,1015.11937,425.3788755,256.4850076,105.5923819,27.53391213,123.3305506,7.600392336,51.34203811,81.6883773,226.1407982,213.2246793,0.526691288,40.85415223,26.4483,85.4206,Dug Well,1.9,3.7,2.84,2.79
Bihar,Sheohar,Belsand,Sarbarpur,Sarbarpur,28.5404,Basalt,7.255397261,648.846837,862.4247697,147.8818378,105.5923819,34.7869019,123.3305506,9.429297318,83.33853404,77.9653457,210.7683508,440.5075447,0.023477509,26.24741027,26.4253,85.3247,Dug Well,3.3,3.3,1.73,1.63
Bihar,Sheohar,Piprarhi,Purnhaiya Bazar,Purnhaiya Bazar,27.5134,Basalt,7.255397261,249.9920215,498.3266368,90.85461964,105.5923819,36.00196889,123.3305506,19.40525485,54.33835304,49.40967775,237.1409029,161.6804021,0.120284922,43.1824387,26.6211,85.3261,Dug Well,5.04,4.28,3.95,3.4
Bihar,Sheohar,Sheohar,Sasaula Khurd,Sasaula Khurd,26.8914,Basalt,7.255397261,138.5200104,635.3052815,138.748801,105.5923819,36.72963108,123.3305506,6.27684003,74.52501368,84.63273624,205.817536,418.2184411,4.963756625,40.84781655,26.5372,85.3136,Dug Well,5.5,4.2,3.45,3.12
Bihar,Sheohar,Sheohar,Sheohar,Sheohar,26.6794,Basalt,7.255397261,55.00214956,673.7897772,194.3494604,105.5923819,31.26699214,123.3305506,10.42954968,56.01247069,112.2644411,376.6672408,332.420625,0.018807398,45.47547877,26.5083,85.3,Dug Well,2.2,3.8,2.7,2.85
Bihar,Sitamarhi,Bairgania,Dheng,Dheng,26.9824,Basalt,7.255397261,243.1100359,778.7710854,109.5778946,105.5923819,34.18786816,123.3305506,9.049108053,80.70406535,74.4588693,343.0179011,256.72615,4.448008005,47.36871468,26.7292,85.3708,Dug Well,4.9,5.2,0.88,1.28
Bihar,Sitamarhi,Bajpatti,Bangaon,Bangaon,27.2854,Basalt,7.255397261,2046.165688,246.2195862,136.045824,105.5923819,30.38143016,123.3305506,22.39000689,99.29659727,105.4970689,298.0143756,368.8636036,1.84524089,4.154259596,26.545,85.6347,Dug Well,5.03,3.3,3.3,3.4
Bihar,Sitamarhi,Bathnaha,Jagwanabazar,Jagwanabazar,27.0554,Basalt,7.255397261,244.9030957,382.1744677,140.8263971,105.5923819,28.44980204,123.3305506,10.04042544,71.82609638,59.62533001,271.9924712,177.0014285,0.307407207,41.3270498,26.6958,85.5333,Dug Well,2.93,2.48,0.71,1.78
Bihar,Sitamarhi,Dumra,Bhpbhana Khaptola,Bhpbhana Khaptola,25.9584,Basalt,7.255397261,5217.357341,805.0412607,91.26818906,105.5923819,35.66141776,123.3305506,10.16288119,76.71698611,88.4862928,247.0478786,219.2744244,0.527195529,40.87457047,26.5681,85.5575,Dug Well,4.37,3.21,2.21,3.21
Bihar,Sitamarhi,Dumra,Kodwara Tola,Kodwara Tola,27.1044,Basalt,7.255397261,111.394146,371.6124132,108.1735864,105.5923819,34.1858848,123.3305506,9.000537864,61.09927935,77.54780405,222.3256422,269.04843,2.525483465,42.67668794,26.5867,85.4711,Dug Well,2.62,1.9,1.1,1.2
Bihar,Sitamarhi,Dumra,Panaura,Panaura,27.1044,Basalt,7.255397261,96.6960267,194.4085163,132.3527146,105.5923819,28.87038804,123.3305506,9.254254395,73.92508998,66.71096,348.5173212,407.2266773,0.133028063,48.66615449,26.5867,85.4669,Dug Well,2.8,4.1,1.03,1.07
Bihar,Sitamarhi,Dumra,Sitamarhi,Sitamarhi,28.9687,Basalt,7.255397261,306.8495229,524.6781409,142.5594533,105.5923819,31.49654514,123.3305506,19.29295004,57.95377442,49.992462,265.1975586,249.390099,1.049159716,37.77134514,26.4903,85.4997,Dug Well,3.11,4.75,3.8,3.1
Bihar,Sitamarhi,Dumra,Sursand,Sursand,29.7818,Basalt,7.255397261,2453.203153,286.8696065,148.4297155,105.5923819,30.5914467,123.3305506,7.480261431,53.67077756,93.43465488,329.9083465,402.6223177,0.227181236,48.35336136,26.5958,85.4667,Dug Well,2.07,2.8,1.9,2.4
Bihar,Sitamarhi,Nanpur,Nanpur,Nanpur,23.5168,Basalt,7.255397261,61.72166104,179.3910917,149.7813456,105.5923819,29.89867209,123.3305506,7.585155114,88.83015796,78.3301888,220.1826737,196.2323557,0.073282584,49.7125216,26.4383,85.6656,Dug Well,2.38,1.14,1.04,1.04
Bihar,Sitamarhi,Parihar,Khairwa,Khairwa,23.2648,Basalt,7.255397261,97.5727978,823.8436759,146.4698395,105.5923819,31.75270445,123.3305506,7.691631369,62.58375178,127.6844683,231.6102052,409.267317,0.323357401,7.0301022,26.6583,85.7042,Dug Well,3.22,3.6,1.3,1.7
Bihar,Sitamarhi,Pupri,Pupri,Pupri,28.47997059,Basalt,7.255397261,2125.137247,101.3832959,223.0675611,105.5923819,39.4249128,123.3305506,19.77280338,64.72536867,115.7736418,201.8878055,267.440165,0.04468616,45.59490612,26.475,85.7,Dug Well,3.18,2.23,0.06,1.98
Bihar,Sitamarhi,Riga,Kushmari,Kushmari,27.09417059,Basalt,7.255397261,182.9120403,1256.884556,136.413992,105.5923819,43.65634334,123.3305506,9.186260886,54.03670428,80.07312696,270.8972839,344.8743755,4.421640015,24.18570137,26.6178,85.4172,Dug Well,3.53,4.3,1.12,1.87
Bihar,Sitamarhi,Runisaidpur,Thumba,Thumba,37.03267059,Basalt,7.255397261,147.352073,288.3766977,133.6749678,105.5923819,36.43482469,123.3305506,7.92030183,58.51633006,76.2884521,323.1496101,346.8109042,0.124450552,49.58809504,26.4292,85.5042,Dug Well,2.7,1.4,0.44,0.73
Bihar,Sitamarhi,Sonbarsa,Bhutahi,Bhutahi,39.73357059,Basalt,7.255397261,199.6334193,522.7133694,141.2514337,105.5923819,49.19666996,123.3305506,6.82139661,52.84356523,48.20883027,294.1935283,224.2339371,0.42132567,41.98274994,26.7269,85.5497,Dug Well,2.38,1.54,0.69,0.85
Bihar,Sitamarhi,Sonbarsa,Dastiya,Dastiya,41.66357059,Basalt,7.255397261,197.8676171,808.336991,128.4046192,105.5923819,39.87157671,123.3305506,8.829935604,86.53815616,58.41714278,291.4521062,316.1532453,0.939622318,44.52850376,26.7822,85.5675,Dug Well,3.41,2.45,1.25,1.8
Bihar,Siwan,Basantpur,Chimanpur,Chimanpur,35.53057059,Basalt,7.255397261,51.03616098,585.8270738,242.6068616,105.5923819,37.0701165,123.3305506,9.920137017,89.03603079,74.07922965,236.6620578,404.9099299,0.153939897,49.00697667,26.2183,84.6711,Dug Well,3.9,4.64,4.8,3.7
Bihar,Siwan,Bhagwanpur Hat,Malmalia Chowk,Malmalia Chowk,31.88057059,Basalt,7.255397261,462.215811,331.1009443,149.371789,105.5923819,31.74722843,123.3305506,6.354871452,196.6360272,95.66065216,375.5146014,471.9191474,4.798002569,46.31835595,26.1622,84.6808,Dug Well,3.74,4.4,2.9,2.55
Bihar,Siwan,Bhagwanpur Hat,Sarripatti,Sarripatti,29.29657059,Basalt,7.255397261,2035.691733,239.0679812,102.2398737,105.5923819,34.6180672,123.3305506,7.317195522,95.63286934,76.17698561,235.385836,376.3795459,1.093238813,45.47151927,26.1036,84.6758,Dug Well,3.21,3.8,2.9,2.7
Bihar,Siwan,Darauli,Darauli,Darauli,29.31357059,Basalt,7.255397261,167.2453937,808.8555411,90.56965729,105.5923819,40.50644998,123.3305506,9.957129591,57.56253774,59.98772752,220.4673775,390.5240961,0.881167605,31.94704976,26.0792,84.1333,Dug Well,6.2,5.86,5.9,3.65
Bihar,Siwan,Goriakothi,Tarwara,Tarwara,29.28157059,Basalt,7.255397261,2445.918833,340.9175876,126.8587321,105.5923819,29.68885655,123.3305506,17.50384502,76.51512868,75.1842212,245.5637719,279.0689789,4.607442565,42.70705721,26.1958,84.4875,Dug Well,3.96,3.96,2.96,3.35
Bihar,Siwan,Guthani,Chitakhal,Chitakhal,29.13407059,Basalt,7.255397261,299.2792684,280.4484829,108.6803212,105.5923819,39.918483,123.3305506,9.097736925,81.02796244,64.2807064,201.4273824,265.1707725,2.559158638,47.68385107,26.2128,84.045,Dug Well,4.35,4.31,4.3,3.1
Bihar,Siwan,Guthani,Deoria,Deoria,30.22087059,Basalt,7.255397261,96.6909121,621.5862646,129.7818471,105.5923819,29.75754718,123.3305506,7.995258003,119.0663656,118.0622521,223.2395971,361.3573172,0.276034192,44.94692602,26.1389,84.0811,Dug Well,4.36,5.24,3.85,2.7
Bihar,Siwan,Maharajganj,Patrehi,Patrehi,36.40537059,Basalt,7.255397261,43.9044581,145.7630866,161.6418899,105.5923819,37.9473105,123.3305506,7.399226454,81.85613759,82.21969096,206.1964026,429.9165263,0.077091033,46.69205306,26.1333,84.5417,Dug Well,3.59,4.01,3.8,3.21
Bihar,Siwan,Mairwa,Guthani More,Guthani More,37.03857059,Basalt,7.255397261,100.8880946,1222.826192,152.3024389,105.5923819,29.070907,123.3305506,7.85923374,94.84133194,88.3889096,252.2451795,315.6132986,4.69547358,30.00631981,26.2297,84.1506,Dug Well,4.37,5.1,3.3,3
Bihar,Siwan,Pachrukhi,Sadikpur,Sadikpur,37.03857059,Basalt,7.255397261,62.61049352,124.1077575,132.0853843,105.5923819,42.23954997,123.3305506,19.38077077,156.247955,104.4293683,207.075776,187.1345754,0.521177323,48.13290275,26.1658,84.4308,Dug Well,4.3,4.89,4.2,2.75
Bihar,Siwan,Raghunathpur,Jamanpura,Jamanpura,36.41907059,Basalt,7.255397261,231.7935476,273.738834,142.6088531,105.5923819,37.53203155,123.3305506,10.00402755,95.0912579,48.79660137,289.7154902,208.7365224,0.513338846,49.39212177,26.0728,84.2847,Dug Well,3.05,3.8,2.05,1.5
Bihar,Siwan,Raghunathpur,Murarpatti,Murarpatti,36.48957059,Basalt,7.255397261,98.6172751,527.080792,139.1405951,105.5923819,36.62791429,123.3305506,10.4665247,90.92039242,45.1820244,295.4686685,222.7509374,2.53102893,2.338430476,25.9858,84.2703,Dug Well,3.71,4.93,4.5,3.1
Bihar,Siwan,Siswan,Bhagar,Bhagar,36.80037059,Basalt,7.255397261,76.64033244,266.0368179,279.775767,105.5923819,31.66200694,123.3305506,7.102291518,102.9467601,82.68414735,329.3535317,409.6017122,0.163136106,48.59173217,26.1106,84.5125,Dug Well,5.69,5.61,5.03,3.17
Bihar,Siwan,Siswan,Gangapur Siswan1,Gangapur Siswan1,36.80037059,Basalt,7.255397261,187.075172,672.2068644,236.3624108,105.5923819,31.37902512,123.3305506,6.480067449,52.94726846,71.33949315,242.4678845,260.2795714,0.088501693,41.73810877,25.9367,84.4036,Dug Well,3.9,3.85,3.8,2
Bihar,Siwan,Siwan,Siwan1,Siwan1,36.75987059,Basalt,7.255397261,122.7284022,442.6234431,245.4424004,105.5923819,34.0645508,123.3305506,9.714115788,90.73153454,73.1583379,228.667779,402.8592705,4.386419785,8.032072236,26.2197,84.3589,Dug Well,2.53,4.53,3.06,2.5
Bihar,Supaul,Basantpur,Bhawanipur1,Bhawanipur1,36.09987059,Basalt,7.255397261,50.19716684,755.3630712,84.43674998,105.5923819,31.12963233,123.3305506,10.09435955,173.5748048,130.9964958,275.3507432,247.9743817,0.043940685,47.77384423,26.4825,87.0339,Dug Well,2.4,2.49,1.3,2.11
Bihar,Supaul,Basantpur,Bhimnagar,Bhimnagar,36.24867059,Basalt,7.255397261,157.9424228,268.6172303,226.1109087,105.5923819,38.42437201,123.3305506,18.54441589,70.0045601,83.29623355,267.1621481,168.4667901,4.742515755,47.8067315,26.5167,87.0269,Dug Well,1.7,1.6,0.3,1.99
Bihar,Supaul,Basantpur,Birpur,Birpur,36.21967059,Basalt,7.255397261,102.3055228,403.7220203,131.681542,105.5923819,34.56822127,123.3305506,7.032703731,158.1553701,81.68632035,374.5359612,249.5831277,1.91380135,45.79768453,26.0972,86.5983,Dug Well,2.5,2.42,1.85,2.46
Bihar,Supaul,Basantpur,Ratanpura1,Ratanpura1,36.21967059,Basalt,7.255397261,182.4293848,745.9365905,154.4172198,105.5923819,31.96132631,123.3305506,9.263338461,207.4641758,57.83797843,208.3358877,324.7220621,0.280392636,46.35695255,26.4278,86.9153,Dug Well,2,1.41,1.07,2.1
Bihar,Supaul,Chhatapur,Balua 1,Balua 1,36.21967059,Basalt,7.255397261,1638.270176,481.4772785,101.4049983,105.5923819,30.01164428,123.3305506,25.65547851,91.43830065,83.97476592,252.6479058,217.7406302,4.706546813,40.05730255,26.4044,87.0131,Dug Well,3.2,3.19,2.42,2.95
Bihar,Supaul,Chhatapur,Balua Bazar,Balua Bazar,36.21967059,Basalt,7.255397261,50.2983458,598.9101797,70.5685064,105.5923819,32.24516264,123.3305506,8.9271057,86.07461253,63.37950496,200.0929998,207.0493773,0.530720436,41.55640597,26.3647,87.0372,Dug Well,2.2,2.32,1.23,1.98
Bihar,Supaul,Chhatapur,Bhasanpatti,Bhasanpatti,36.21967059,Basalt,7.255397261,89.2282148,831.0678679,132.4962781,105.5923819,29.78828431,123.3305506,7.216465224,126.2886729,72.82666835,365.076414,303.2618048,4.640658905,47.77871938,26.2583,86.95,Dug Well,2.3,0.7,1.25,1.99
Bihar,Supaul,Marauna,Andauli,Andauli,36.21967059,Basalt,7.255397261,22.40024722,431.210785,78.89141512,105.5923819,30.03249939,123.3305506,18.48100975,81.00018093,68.4336693,215.6286038,409.2894328,4.789851885,9.464027828,26.0972,86.5983,Dug Well,1.9,2.18,0.8,1.45
Bihar,Supaul,Marauna,Hardi,Hardi,36.21967059,Basalt,7.255397261,3375.386023,497.3152759,121.3503266,105.5923819,31.22501599,123.3305506,10.15909927,52.16008655,52.57722501,336.6948038,381.835825,0.074376971,39.98864881,26.0631,86.6847,Dug Well,3.4,3.78,0.9,2.1
Bihar,Supaul,Marauna,Kario,Kario,36.73477059,Basalt,7.255397261,50.42473888,738.5840674,95.28893706,105.5923819,25.00745437,123.3305506,6.137330775,98.44622698,78.74917814,225.6832856,275.9681989,2.532059548,28.35343016,26.1175,86.6206,Dug Well,3.5,3.13,2.12,2.95
Bihar,Supaul,Marauna,Malhani,Malhani,36.73477059,Basalt,7.255397261,136.1175263,269.2870381,98.72034124,105.5923819,31.57101665,123.3305506,6.584351229,50.74727354,69.051095,225.7410453,199.8134092,4.414633012,48.46154325,26.0656,86.5639,Dug Well,2.82,3.2,2.15,2.19
Bihar,Supaul,Marauna,Supaul,Supaul,36.73477059,Basalt,7.255397261,195.1450727,867.7176942,275.3438009,105.5923819,37.50222086,123.3305506,8.948952405,168.2309661,89.63264704,214.2386106,232.9371318,4.343475919,43.00332456,26.1208,86.6125,Dug Well,2.4,2.49,1.45,2.15
Bihar,Supaul,Marauna,Thumba,Thumba,36.73477059,Basalt,7.255397261,68.2168785,663.8422046,199.3121955,105.5923819,45.61678327,123.3305506,10.42324076,62.5785343,83.9077103,279.8855637,459.9718919,2.534439135,38.3644723,26.0431,86.5242,Dug Well,3.4,3.66,1.95,2.9
Bihar,Supaul,Pipra,Pipra Chowk,Pipra chowk,36.73477059,Basalt,7.255397261,285.5568,767.1725205,145.0219608,105.5923819,34.79329051,123.3305506,18.37447896,57.46838317,96.64557664,249.3113018,232.8548004,0.087385963,4.513179324,26.1569,86.7875,Dug Well,5.2,4.76,3.8,4.6
Bihar,Supaul,Pipra,Shyam Nagar,Shyam Nagar,37.08687059,Basalt,7.255397261,341.7826037,791.6919458,125.9518514,105.5923819,35.42951637,123.3305506,7.939203726,149.4467116,72.11730593,223.0774858,382.9920814,2.509362782,40.18098748,26.1186,86.8017,Dug Well,3.5,4.14,2.35,3.12
Bihar,Supaul,Raghopur,Kaithtola,Kaithtola,37.08687059,Basalt,7.255397261,2433.650242,116.2829516,111.8064603,105.5923819,36.06967972,123.3305506,6.665139348,174.1102997,81.9578111,282.8287903,429.175304,4.11306737,31.65544227,26.2522,86.8131,Dug Well,3.5,3.27,2.37,3.4
Bihar,Supaul,Raghopur,Karjain,Karjain,37.08687059,Basalt,7.255397261,85.9563444,740.1964159,155.1936672,105.5923819,30.68703139,123.3305506,10.4505619,199.8463737,70.38806737,298.629052,448.3177742,4.625806365,8.74309114,26.2978,86.8167,Dug Well,2.8,1.96,1.5,2.8
Bihar,Supaul,Raghopur,Norha,Norha,37.08687059,Basalt,7.255397261,250.5223987,391.6797746,133.3139812,105.5923819,35.87026293,123.3305506,18.57072758,55.98108932,49.13523676,251.6836481,372.6208261,1.077216241,23.23294754,26.3389,86.8583,Dug Well,2.3,2.06,1.5,2.33
Bihar,Supaul,Raghopur,Pratapganj,Pratapganj,37.08687059,Basalt,7.255397261,103.182008,143.0516008,142.604619,105.5923819,31.22047875,123.3305506,7.338135768,52.58346547,55.9103463,238.7796197,246.1859788,4.87899766,23.03558234,26.2972,86.9406,Dug Well,3,3.35,1.85,2.8
Bihar,Supaul,Tribeniganj,Jadia,Jadia,37.08687059,Basalt,7.255397261,3335.157063,743.5131804,113.946959,105.5923819,31.78510448,123.3305506,10.46921075,58.6053026,84.9607792,228.8618053,251.0414094,1.997554635,38.18684637,26.0867,87.0033,Dug Well,2.5,3.66,1.21,2.19
